id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,trip_distance_miles,average_speed_mph,pickup_hour
id3248112,2,2016-02-13 15:17:02,2016-02-13 15:31:28,1,-73.98595428466798,40.76267623901367,-73.97740173339844,40.762916564941406,N,866,0.45,1.86,15
id1454845,2,2016-05-02 08:48:57,2016-05-02 09:22:12,1,-73.99625396728516,40.73797225952149,-74.00784301757811,40.736209869384766,N,1995,0.62,1.12,8
id1957900,1,2016-03-22 12:41:09,2016-03-22 12:49:33,1,-73.98043060302734,40.74836730957031,-73.98294067382812,40.75041580200195,N,504,0.19,1.38,12
id0718081,1,2016-05-27 14:48:32,2016-05-27 15:07:03,1,-73.97545623779298,40.75722122192384,-73.98472595214844,40.75403594970703,N,1111,0.53,1.73,14
id0375494,1,2016-05-12 14:05:38,2016-05-12 14:14:38,1,-73.98658752441406,40.75535583496094,-73.9847412109375,40.75902938842773,N,540,0.27,1.81,14
id0486847,2,2016-03-17 13:50:03,2016-03-17 14:14:22,5,-73.98233032226561,40.76827621459961,-73.97542572021484,40.76431655883789,N,1459,0.45,1.12,13
id3259185,2,2016-04-30 22:45:13,2016-04-30 23:01:45,1,-73.99817657470702,40.76096725463867,-73.9916763305664,40.75777053833008,N,992,0.41,1.47,22
id0688848,2,2016-06-30 13:50:58,2016-06-30 14:13:06,5,-73.99757385253906,40.746406555175774,-73.98777770996092,40.74938583374024,N,1328,0.55,1.5,13
id3088961,2,2016-01-09 13:35:11,2016-01-09 14:05:06,6,-74.00162506103516,40.756492614746094,-73.99195861816406,40.75552368164063,N,1795,0.51,1.02,13
id3001101,2,2016-01-01 02:06:24,2016-01-01 03:00:01,1,-73.95821380615233,40.72182083129882,-73.974609375,40.73278045654297,N,3217,1.14,1.28,2
id2156631,2,2016-05-09 07:48:32,2016-05-09 08:04:50,1,-73.96672058105469,40.76715087890625,-73.96398162841797,40.771141052246094,N,978,0.31,1.14,7
id3109107,2,2016-05-11 11:28:28,2016-05-11 11:52:16,1,-73.95716094970702,40.7793083190918,-73.95874786376953,40.768028259277344,N,1428,0.78,1.98,11
id1526892,2,2016-02-29 10:22:30,2016-02-29 10:42:17,1,-73.99076843261719,40.75086975097656,-73.98119354248048,40.746978759765625,N,1187,0.57,1.72,10
id0493360,2,2016-04-13 13:02:39,2016-04-13 13:11:05,1,-74.00306701660156,40.73323822021485,-74.00408172607422,40.72985076904297,N,506,0.24,1.71,13
id2258345,1,2016-01-26 17:43:11,2016-01-26 18:02:12,1,-73.98049163818358,40.75397872924805,-73.9910430908203,40.75618743896485,N,1141,0.57,1.81,17
id1578475,2,2016-04-28 15:34:31,2016-04-28 15:40:39,1,-73.97118377685547,40.75518035888672,-73.97313690185547,40.757080078125,N,368,0.17,1.63,15
id2227549,1,2016-06-30 18:25:37,2016-06-30 18:46:49,1,-73.96563720703125,40.758602142333984,-73.97212982177734,40.74983215332031,N,1272,0.69,1.97,18
id2595077,2,2016-05-16 15:18:25,2016-05-16 15:34:49,1,-73.98198699951173,40.76309967041016,-73.99079132080078,40.760940551757805,N,984,0.48,1.77,15
id2305409,1,2016-04-03 16:36:55,2016-04-03 17:07:09,1,-73.97392272949219,40.75090408325195,-73.95651245117188,40.74784469604492,N,1814,0.94,1.86,16
id0081370,2,2016-01-30 22:07:53,2016-01-30 22:14:26,4,-74.00202941894531,40.741310119628906,-74.00537109375,40.74271011352539,N,393,0.2,1.83,22
id3278447,2,2016-03-13 01:56:01,2016-03-13 03:07:20,1,-73.99759674072266,40.72092056274414,-73.97720336914062,40.74209976196289,N,4279,1.81,1.52,1
id2590401,2,2016-06-03 19:29:28,2016-06-03 19:41:16,2,-73.98384094238281,40.759647369384766,-73.98289489746092,40.763938903808594,N,708,0.3,1.53,19
id1975634,1,2016-03-06 23:21:58,2016-03-06 23:34:23,1,-74.00428009033203,40.7219352722168,-74.00527954101561,40.71665191650391,N,745,0.37,1.78,23
id1037626,2,2016-05-25 21:33:50,2016-05-25 21:37:53,1,-73.97566223144531,40.76169967651367,-73.97595977783203,40.760269165039055,N,243,0.1,1.48,21
id1874347,2,2016-04-17 17:46:52,2016-04-17 17:52:32,1,-73.78582763671875,40.64413070678711,-73.78368377685547,40.6436882019043,N,340,0.12,1.23,17
id3541737,1,2016-03-22 12:43:48,2016-03-22 12:56:06,1,-73.96965026855469,40.75748443603516,-73.97200775146483,40.76284790039063,N,738,0.39,1.91,12
id0341912,1,2016-02-10 19:25:49,2016-02-10 19:34:16,1,-73.98231506347656,40.76202774047852,-73.97906494140625,40.765132904052734,N,507,0.27,1.94,19
id1698159,2,2016-05-05 07:24:31,2016-05-05 08:06:09,5,-73.96626281738281,40.7653694152832,-73.98271942138672,40.75719833374024,N,2498,1.03,1.48,7
id2005292,1,2016-01-09 02:02:36,2016-01-09 02:17:55,1,-73.95286560058595,40.7763671875,-73.95849609375,40.77141189575195,N,919,0.45,1.77,2
id3077292,1,2016-05-12 13:03:57,2016-05-12 13:15:00,1,-73.98004913330078,40.760623931884766,-73.98489379882812,40.75882339477539,N,663,0.28,1.53,13
id1591759,1,2016-01-25 12:15:30,2016-01-25 12:36:45,2,-73.97821807861328,40.752395629882805,-73.96942138671875,40.75772476196289,N,1275,0.59,1.66,12
id2438523,1,2016-04-22 11:51:45,2016-04-22 12:15:13,1,-73.98928833007811,40.752456665039055,-73.9746551513672,40.75442123413086,N,1408,0.78,1.99,11
id0040716,2,2016-05-17 11:19:44,2016-05-17 12:02:12,2,-73.97863006591797,40.75246810913086,-73.97039794921875,40.76499176025391,N,2548,0.97,1.37,11
id2810521,1,2016-05-21 19:27:55,2016-05-21 19:39:59,1,-73.99336242675781,40.7563705444336,-73.98831176757811,40.75928115844727,N,724,0.33,1.65,19
id3689233,2,2016-05-05 15:22:32,2016-05-05 15:40:38,1,-73.98320770263672,40.75584030151367,-73.99136352539062,40.75014877319336,N,1086,0.58,1.92,15
id2826494,2,2016-06-05 19:38:18,2016-06-05 19:55:30,1,-73.9832763671875,40.75040817260742,-73.9842529296875,40.75471115112305,N,1032,0.3,1.05,19
id3367744,2,2016-04-27 20:21:01,2016-04-27 20:38:09,1,-73.97280883789062,40.755908966064446,-73.98110961914062,40.75762939453125,N,1028,0.45,1.58,20
id3757785,2,2016-06-15 10:02:35,2016-06-15 10:15:58,2,-73.97828674316406,40.763050079345696,-73.9842529296875,40.76152038574219,N,803,0.33,1.48,10
id2656967,2,2016-06-16 11:03:40,2016-06-16 12:26:07,1,-74.0154800415039,40.71086120605469,-73.99408721923827,40.690826416015625,N,4947,1.78,1.3,11
id2633181,2,2016-04-24 15:37:14,2016-04-24 15:47:51,1,-74.00529479980467,40.721561431884766,-74.00981903076173,40.72187042236328,N,637,0.24,1.34,15
id0725690,2,2016-01-30 00:30:37,2016-01-30 00:58:05,1,-74.01007843017578,40.7202262878418,-73.99762725830078,40.72093200683594,N,1648,0.65,1.43,0
id3409926,2,2016-05-12 12:25:53,2016-05-12 13:06:29,1,-73.9735336303711,40.7487907409668,-73.97134399414062,40.7655029296875,N,2436,1.16,1.71,12
id3808628,1,2016-04-16 22:07:28,2016-04-16 22:26:52,1,-73.9583511352539,40.772796630859375,-73.95075225830078,40.7695770263672,N,1164,0.46,1.41,22
id3889792,1,2016-04-19 09:38:06,2016-04-19 09:49:26,1,-74.00524139404298,40.721485137939446,-74.00253295898438,40.716899871826165,N,680,0.35,1.84,9
id0802325,2,2016-05-04 11:00:04,2016-05-04 11:25:48,1,-73.9939727783203,40.75112915039063,-73.98931884765625,40.75885009765625,N,1544,0.59,1.37,11
id0680198,2,2016-01-16 19:19:55,2016-01-16 19:24:45,1,-73.97711181640625,40.74292755126953,-73.97929382324217,40.74454498291016,N,290,0.16,1.98,19
id1297232,1,2016-05-19 09:04:26,2016-05-19 09:10:46,1,-73.97193145751953,40.743934631347656,-73.97447204589844,40.74230194091797,N,380,0.17,1.65,9
id1829959,1,2016-01-10 15:42:17,2016-01-10 15:52:52,2,-73.99156188964845,40.727149963378906,-73.9933090209961,40.722480773925774,N,635,0.34,1.9,15
id3510847,1,2016-04-02 14:30:46,2016-04-02 14:49:58,1,-74.00127410888672,40.75667190551758,-73.99486541748048,40.750267028808594,N,1152,0.56,1.74,14
id3528443,1,2016-05-03 10:47:10,2016-05-03 11:14:12,1,-73.98723602294923,40.73936462402344,-73.99105072021484,40.75019073486328,N,1622,0.77,1.72,10
id0764507,1,2016-06-09 14:27:49,2016-06-09 14:56:29,2,-73.97565460205078,40.75009536743164,-73.98184967041014,40.76205825805664,N,1720,0.89,1.86,14
id0421310,2,2016-05-13 13:02:25,2016-05-13 13:20:15,1,-73.98079681396483,40.764892578125,-73.9891586303711,40.76317596435546,N,1070,0.45,1.53,13
id2313665,2,2016-04-01 18:32:00,2016-04-01 18:46:21,6,-73.9795379638672,40.76018142700195,-73.97958374023438,40.755889892578125,N,861,0.3,1.24,18
id1389125,2,2016-05-18 15:52:32,2016-05-18 16:46:13,3,-73.98502349853516,40.728321075439446,-73.98313140869139,40.74761962890625,N,3221,1.34,1.49,15
id2398199,2,2016-06-14 12:34:04,2016-06-14 12:51:47,1,-73.98336791992188,40.76245880126953,-73.973876953125,40.76229095458984,N,1063,0.5,1.68,12
id0006078,2,2016-03-26 23:20:32,2016-03-26 23:32:12,6,-73.98393249511719,40.72555923461913,-73.99087524414062,40.724159240722656,N,700,0.38,1.93,23
id0894087,2,2016-06-08 12:14:08,2016-06-08 12:41:29,1,-73.96429443359375,40.767364501953125,-73.97649383544923,40.76467514038086,N,1641,0.66,1.46,12
id2817007,2,2016-06-24 14:58:07,2016-06-24 15:20:53,4,-74.00273132324217,40.76068878173828,-73.99339294433594,40.75313186645508,N,1366,0.72,1.88,14
id2731488,2,2016-03-24 21:37:10,2016-03-24 21:42:28,6,-73.97660064697266,40.74941253662109,-73.97769165039062,40.750835418701165,N,318,0.11,1.29,21
id3703835,2,2016-04-15 18:45:20,2016-04-15 19:28:20,1,-73.97075653076173,40.79348373413086,-73.9579086303711,40.789676666259766,N,2580,0.72,1.01,18
id1703766,1,2016-01-28 18:01:59,2016-01-28 18:27:13,1,-74.00951385498048,40.714988708496094,-73.99462127685547,40.718894958496094,N,1514,0.83,1.96,18
id1482043,2,2016-02-24 12:11:30,2016-02-24 12:30:22,1,-73.9822769165039,40.748809814453125,-73.99150848388672,40.7500114440918,N,1132,0.49,1.56,12
id3778184,1,2016-04-18 11:41:15,2016-04-18 12:28:19,1,-73.9941864013672,40.75104522705078,-73.99317169189453,40.736270904541016,N,2824,1.02,1.3,11
id0019659,2,2016-05-08 13:44:48,2016-05-08 13:49:11,6,-74.00266265869139,40.73044967651367,-74.00093841552734,40.72895050048828,N,263,0.14,1.88,13
id2086764,1,2016-05-06 10:26:19,2016-05-06 10:39:38,1,-73.9990234375,40.76110458374024,-73.99429321289062,40.75900650024414,N,799,0.29,1.29,10
id2133056,2,2016-01-13 13:08:46,2016-01-13 13:22:59,1,-73.97018432617188,40.76637268066406,-73.97828674316406,40.76504135131836,N,853,0.43,1.83,13
id2541700,1,2016-05-16 14:40:17,2016-05-16 14:45:23,1,-73.9920196533203,40.738014221191406,-73.99117279052734,40.73590850830078,N,306,0.15,1.79,14
id2259233,2,2016-01-02 19:50:04,2016-01-02 20:07:21,1,-73.98756408691406,40.74982833862305,-73.9891586303711,40.75705337524414,N,1037,0.51,1.76,19
id3619378,1,2016-03-17 10:39:54,2016-03-17 10:45:24,1,-73.99128723144531,40.749866485595696,-73.98822784423827,40.7490119934082,N,330,0.17,1.86,10
id0641780,1,2016-05-14 11:04:19,2016-05-14 11:32:35,1,-73.98175048828125,40.768753051757805,-73.96791076660156,40.762638092041016,N,1696,0.84,1.78,11
id1639775,1,2016-06-04 19:52:30,2016-06-04 20:04:10,1,-73.95542907714845,40.7642822265625,-73.95777893066406,40.760696411132805,N,700,0.28,1.42,19
id2784109,2,2016-03-15 10:13:31,2016-03-15 10:43:36,1,-73.97347259521484,40.75009536743164,-73.99148559570312,40.74998092651367,N,1805,0.94,1.88,10
id3739401,2,2016-01-15 23:56:14,2016-01-16 00:11:41,3,-73.98496246337889,40.748001098632805,-73.97857666015625,40.75092315673828,N,927,0.39,1.52,23
id0030613,2,2016-06-12 09:37:18,2016-06-12 09:49:47,1,-73.99893951416014,40.72029876708984,-73.9925308227539,40.71773910522461,N,749,0.38,1.82,9
id0149064,2,2016-06-16 18:17:23,2016-06-16 18:38:29,5,-73.97366333007811,40.76353454589844,-73.98271179199219,40.75922775268555,N,1266,0.56,1.59,18
id0421801,2,2016-01-14 00:09:01,2016-01-14 00:20:02,1,-73.98899841308595,40.72157287597656,-73.99005126953125,40.7185935974121,N,661,0.21,1.16,0
id2571537,1,2016-02-29 10:40:29,2016-02-29 11:24:11,1,-73.98094177246092,40.77387619018555,-73.97142028808595,40.76382827758789,N,2622,0.85,1.17,10
id1471033,2,2016-06-17 10:40:09,2016-06-17 11:12:21,1,-73.97974395751953,40.746463775634766,-73.9869842529297,40.7603645324707,N,1932,1.03,1.92,10
id0930714,2,2016-06-22 18:22:32,2016-06-22 18:44:00,1,-73.95185089111328,40.77781677246094,-73.95672607421875,40.77106475830078,N,1288,0.53,1.49,18
id0122073,2,2016-02-16 13:39:57,2016-02-16 13:59:39,1,-73.95892333984375,40.78276824951172,-73.95996856689453,40.77381134033203,N,1182,0.62,1.89,13
id1803034,2,2016-04-19 13:46:44,2016-04-19 14:03:32,4,-73.99254608154298,40.72865295410156,-73.99932861328125,40.73413848876953,N,1008,0.52,1.85,13
id3605358,2,2016-05-18 08:52:48,2016-05-18 09:08:43,1,-73.97811889648438,40.75967025756836,-73.97170257568358,40.76382827758789,N,955,0.44,1.67,8
id2330323,1,2016-05-28 00:31:42,2016-05-28 00:39:22,1,-73.98623657226561,40.75815200805664,-73.98330688476561,40.756324768066406,N,460,0.2,1.55,0
id2624284,1,2016-01-26 12:00:58,2016-01-26 12:19:52,1,-73.96347808837889,40.76467514038086,-73.96796417236328,40.76095962524414,N,1134,0.35,1.1,12
id3162854,2,2016-06-25 19:27:23,2016-06-25 19:48:17,6,-73.9913330078125,40.750450134277344,-73.98812103271484,40.75910949707031,N,1254,0.62,1.78,19
id0829239,2,2016-03-13 01:58:44,2016-03-13 03:08:28,3,-73.95159149169923,40.8247299194336,-73.93499755859375,40.8472900390625,N,4184,1.78,1.53,1
id3252737,2,2016-01-27 23:09:58,2016-01-27 23:21:18,1,-73.98545074462889,40.738525390625,-73.9866714477539,40.743682861328125,N,680,0.36,1.92,23
id3602366,2,2016-04-20 14:05:39,2016-04-20 14:30:16,1,-73.96942138671875,40.75728988647461,-73.98123931884764,40.757911682128906,N,1477,0.62,1.51,14
id1722937,2,2016-05-27 12:57:39,2016-05-27 13:19:10,2,-73.98771667480467,40.738258361816406,-73.98200225830078,40.74594879150391,N,1291,0.61,1.7,12
id3643513,1,2016-03-18 14:35:46,2016-03-18 14:52:59,1,-73.97785186767578,40.750633239746094,-73.97738647460938,40.75747680664063,N,1033,0.47,1.65,14
id1419236,2,2016-04-16 22:18:23,2016-04-16 22:25:36,3,-74.00596618652342,40.739910125732415,-74.00420379638672,40.7422332763672,N,433,0.19,1.54,22
id0279802,1,2016-06-08 19:15:56,2016-06-08 19:59:17,3,-73.98737335205078,40.73828125,-73.99243927001953,40.72478485107422,N,2601,0.97,1.34,19
id1566319,1,2016-03-13 01:04:02,2016-03-13 01:09:13,1,-73.96298217773438,40.76401138305664,-73.96077728271484,40.76552963256836,N,311,0.16,1.81,1
id0528017,2,2016-03-19 13:24:09,2016-03-19 13:31:53,1,-73.9773712158203,40.75804138183594,-73.98188018798828,40.757671356201165,N,464,0.24,1.84,13
id3418460,1,2016-04-10 00:29:36,2016-04-10 00:34:13,1,-73.97795867919923,40.7496452331543,-73.97740936279298,40.75177383422852,N,277,0.15,1.95,0
id0480173,1,2016-03-25 11:45:57,2016-03-25 11:57:19,2,-73.97689819335938,40.75958251953125,-73.98401641845702,40.759010314941406,N,682,0.37,1.98,11
id0545161,2,2016-02-24 17:58:00,2016-02-24 18:19:23,1,-73.99521636962889,40.75471878051758,-73.98198699951173,40.75603866577149,N,1283,0.7,1.96,17
id1710420,2,2016-05-24 11:00:21,2016-05-24 11:25:10,6,-73.97203826904298,40.762161254882805,-73.98297119140625,40.767208099365234,N,1489,0.67,1.62,11
id3119581,2,2016-05-17 10:03:17,2016-05-17 10:44:13,5,-73.97258758544923,40.75497817993164,-73.98194122314453,40.763198852539055,N,2456,0.75,1.1,10
id2065950,2,2016-03-19 22:06:51,2016-03-19 22:12:20,3,-74.01058197021484,40.71752548217773,-74.00843811035155,40.717193603515625,N,329,0.11,1.25,22
id0049830,1,2016-02-28 01:35:57,2016-02-28 01:55:51,1,-74.00833892822266,40.7304801940918,-74.0097427368164,40.72195053100586,N,1194,0.59,1.79,1
id1860895,2,2016-06-07 10:51:25,2016-06-07 11:25:19,1,-73.9827880859375,40.74510955810546,-73.99394989013672,40.7500114440918,N,2034,0.68,1.2,10
id2870067,1,2016-04-22 15:27:11,2016-04-22 15:33:40,1,-73.99647521972656,40.721466064453125,-73.99610900878906,40.72357177734375,N,389,0.15,1.36,15
id2988224,1,2016-06-09 18:27:47,2016-06-09 18:38:29,1,-73.97693634033203,40.76267623901367,-73.97333526611328,40.76385116577149,N,642,0.21,1.15,18
id2479458,1,2016-01-03 20:20:33,2016-01-03 20:33:33,4,-73.97908782958984,40.75893020629882,-73.98682403564453,40.76016616821289,N,780,0.41,1.91,20
id2065321,2,2016-03-28 12:15:25,2016-03-28 12:31:43,3,-73.9803237915039,40.765899658203125,-73.97593688964845,40.760528564453125,N,978,0.44,1.61,12
id3314782,1,2016-01-22 17:15:09,2016-01-22 17:25:58,1,-73.96598052978516,40.77363967895508,-73.96316528320312,40.77677917480469,N,649,0.26,1.45,17
id0480879,1,2016-05-04 09:24:23,2016-05-04 09:48:38,1,-73.95713043212889,40.76806640625,-73.9671401977539,40.76301574707031,N,1455,0.63,1.56,9
id3028294,1,2016-03-07 16:41:00,2016-03-07 17:04:49,1,-73.97915649414062,40.7463264465332,-73.98936462402342,40.75099563598633,N,1429,0.62,1.57,16
id3705488,1,2016-06-21 00:10:00,2016-06-21 00:27:17,1,-73.99159240722656,40.74980163574219,-73.99263763427734,40.75424957275391,Y,1037,0.31,1.08,0
id3602628,2,2016-06-26 13:44:30,2016-06-26 13:55:17,2,-74.00118255615233,40.7309684753418,-74.00164794921875,40.7353515625,N,647,0.3,1.69,13
id3395076,1,2016-04-22 10:00:58,2016-04-22 10:13:23,1,-73.99238586425781,40.756568908691406,-73.99603271484375,40.75397109985352,N,745,0.26,1.27,10
id0206084,2,2016-01-21 12:46:46,2016-01-21 12:56:19,1,-73.95738983154298,40.768531799316406,-73.95810699462889,40.76525115966797,N,573,0.23,1.44,12
id3917887,1,2016-05-14 20:05:01,2016-05-14 20:26:10,1,-73.98076629638672,40.75977325439453,-73.98673248291014,40.75357818603516,N,1269,0.53,1.5,20
id2831461,1,2016-01-16 15:36:56,2016-01-16 15:48:25,2,-73.99272918701173,40.72391891479492,-73.99848937988281,40.721946716308594,N,689,0.33,1.73,15
id1682387,1,2016-01-26 20:02:59,2016-01-26 20:12:26,1,-73.96702575683594,40.7607879638672,-73.96350860595702,40.76354217529297,N,567,0.26,1.68,20
id3249670,2,2016-06-04 17:49:07,2016-06-04 17:58:52,3,-73.98822021484375,40.76411056518555,-73.98781585693358,40.76774978637695,N,585,0.25,1.55,17
id0698161,1,2016-03-10 08:20:54,2016-03-10 08:30:37,1,-73.98401641845702,40.7382698059082,-73.98631286621094,40.73553085327149,N,583,0.22,1.38,8
id3711229,2,2016-04-08 18:56:15,2016-04-08 19:10:23,4,-73.9835433959961,40.762725830078125,-73.98725128173827,40.757911682128906,N,848,0.39,1.63,18
id1120556,1,2016-03-31 04:33:42,2016-03-31 04:41:43,3,-73.98126983642578,40.76409912109375,-73.97825622558594,40.76641082763672,N,481,0.22,1.68,4
id1885857,2,2016-03-11 17:13:00,2016-03-11 17:27:32,1,-73.98224639892578,40.76292037963867,-73.99073791503906,40.76096725463867,N,872,0.46,1.92,17
id2033275,1,2016-02-20 16:41:52,2016-02-20 16:50:33,2,-73.99565124511719,40.759368896484375,-73.99764251708984,40.75563049316406,N,521,0.28,1.92,16
id0435728,2,2016-05-16 15:54:32,2016-05-16 16:06:27,1,-73.97502136230467,40.75848007202149,-73.96931457519531,40.76146697998047,N,715,0.36,1.83,15
id0834642,1,2016-03-31 13:01:25,2016-03-31 13:13:19,1,-73.9797134399414,40.74620819091797,-73.98403930664062,40.749187469482415,N,714,0.31,1.54,13
id3397951,1,2016-05-17 12:57:04,2016-05-17 13:28:25,1,-73.9997787475586,40.7342529296875,-74.00923156738281,40.728958129882805,N,1881,0.62,1.18,12
id2502717,1,2016-05-31 12:27:59,2016-05-31 12:38:31,1,-73.97643280029298,40.74506759643555,-73.97550964355469,40.74923706054688,N,632,0.29,1.66,12
id1891607,1,2016-05-20 15:16:21,2016-05-20 15:47:55,1,-73.9845199584961,40.75730514526367,-73.98699188232422,40.744903564453125,N,1894,0.87,1.65,15
id0405442,2,2016-01-14 20:33:08,2016-01-14 20:39:34,1,-73.99237823486328,40.75899505615234,-73.98886871337889,40.758636474609375,N,386,0.19,1.73,20
id3423866,2,2016-04-04 14:00:11,2016-04-04 14:13:15,1,-73.9828109741211,40.74506759643555,-73.98987579345702,40.748165130615234,N,784,0.43,1.96,14
id3303784,2,2016-04-07 20:14:08,2016-04-07 20:33:39,1,-73.9983139038086,40.760940551757805,-73.98640441894531,40.759986877441406,N,1171,0.63,1.93,20
id0517514,2,2016-06-06 12:46:47,2016-06-06 12:54:36,1,-73.97930908203125,40.765663146972656,-73.98239135742188,40.767364501953125,N,469,0.2,1.53,12
id1379721,2,2016-05-31 17:17:14,2016-05-31 17:38:33,1,-73.97393798828125,40.750579833984375,-73.98213195800781,40.75724029541016,N,1279,0.63,1.77,17
id2635210,2,2016-05-03 11:19:56,2016-05-03 11:41:43,2,-73.98692321777342,40.759590148925774,-73.9813232421875,40.7551383972168,N,1307,0.42,1.17,11
id2465334,1,2016-01-21 12:20:06,2016-01-21 12:53:40,1,-73.99639892578125,40.753231048583984,-73.97746276855469,40.75796508789063,N,2014,1.04,1.87,12
id2872562,2,2016-05-20 08:11:28,2016-05-20 08:23:18,2,-73.97264862060547,40.756309509277344,-73.97589874267578,40.7605094909668,N,710,0.34,1.71,8
id2090365,2,2016-03-01 14:24:03,2016-03-01 14:47:48,1,-73.98049163818358,40.753379821777344,-73.96922302246092,40.75746154785156,N,1425,0.65,1.65,14
id0430918,2,2016-06-04 20:14:46,2016-06-04 20:29:26,2,-73.97869110107422,40.762969970703125,-73.98284149169923,40.76034164428711,N,880,0.28,1.16,20
id3720825,2,2016-05-20 06:14:40,2016-05-20 06:24:40,1,-73.98400115966798,40.69430923461913,-73.9886474609375,40.697059631347656,N,600,0.31,1.85,6
id1699088,2,2016-03-22 11:07:54,2016-03-22 11:16:38,1,-73.99273681640625,40.76321029663086,-73.99356079101561,40.76041030883789,N,524,0.2,1.36,11
id0872245,2,2016-04-01 18:33:28,2016-04-01 19:05:59,3,-73.978759765625,40.75675582885742,-73.99033355712889,40.75756454467773,N,1951,0.61,1.12,18
id0659577,1,2016-06-15 11:28:22,2016-06-15 11:41:03,1,-74.00569915771484,40.74510192871094,-74.00249481201173,40.739612579345696,N,761,0.41,1.96,11
id0422960,1,2016-03-03 17:44:16,2016-03-03 17:47:49,1,-74.01307678222656,40.70639801025391,-74.01300048828125,40.7078514099121,N,213,0.1,1.7,17
id3012562,1,2016-01-21 11:32:57,2016-01-21 11:48:37,1,-73.97470092773438,40.75654220581056,-73.97080230712889,40.76207733154297,N,940,0.43,1.66,11
id2081398,2,2016-02-20 21:27:51,2016-02-20 21:41:53,1,-73.98690032958984,40.739540100097656,-73.99536895751953,40.74156188964844,N,842,0.46,1.99,21
id2960101,1,2016-05-01 13:35:26,2016-05-01 13:42:18,1,-73.99239349365233,40.749305725097656,-73.9916763305664,40.74657440185546,N,412,0.19,1.68,13
id2309080,1,2016-03-13 01:48:10,2016-03-13 03:01:33,1,-73.97761535644531,40.74525833129882,-73.99365997314453,40.72149658203125,N,4403,1.84,1.51,1
id1928623,1,2016-05-12 11:21:56,2016-05-12 11:44:40,1,-73.97235870361328,40.745208740234375,-73.982666015625,40.75143051147461,N,1364,0.69,1.82,11
id3025831,2,2016-03-04 12:28:54,2016-03-04 12:35:15,6,-73.98749542236328,40.76704788208008,-73.9877700805664,40.769752502441406,N,381,0.19,1.77,12
id3217903,2,2016-05-18 18:19:02,2016-05-18 18:46:14,2,-73.99144744873048,40.749637603759766,-73.97686767578125,40.747501373291016,N,1632,0.78,1.71,18
id2308276,2,2016-05-19 03:22:55,2016-05-19 03:27:19,5,-73.99713897705078,40.72228240966797,-73.99549865722656,40.72360610961913,N,264,0.13,1.71,3
id2682595,2,2016-05-05 08:39:48,2016-05-05 09:01:58,1,-73.98658752441406,40.77167892456056,-73.98920440673827,40.76517105102539,N,1330,0.47,1.27,8
id1297945,1,2016-02-23 12:08:57,2016-02-23 12:27:00,2,-73.96688079833984,40.76411056518555,-73.9768295288086,40.764381408691406,N,1083,0.52,1.73,12
id2891551,1,2016-06-08 13:38:16,2016-06-08 13:52:13,1,-73.99024963378906,40.76676177978516,-73.99048614501953,40.76130676269531,N,837,0.38,1.62,13
id2524261,1,2016-06-22 18:26:48,2016-06-22 18:41:16,1,-73.9725112915039,40.75675582885742,-73.98155212402342,40.75656509399414,N,868,0.47,1.96,18
id1313494,2,2016-01-26 12:05:18,2016-01-26 12:41:13,2,-73.97761535644531,40.77693176269531,-73.96768188476561,40.76284790039063,N,2155,1.1,1.84,12
id1041248,2,2016-04-27 21:24:26,2016-04-27 21:41:33,1,-73.97325134277344,40.75445175170898,-73.98140716552734,40.756450653076165,N,1027,0.45,1.57,21
id3754816,1,2016-06-09 16:58:02,2016-06-09 17:15:46,2,-73.96388244628906,40.76536560058594,-73.97400665283203,40.76287078857422,N,1064,0.56,1.89,16
id3772569,1,2016-06-22 07:17:59,2016-06-22 07:28:11,1,-73.98207092285155,40.7364387512207,-73.9879608154297,40.73784637451172,N,612,0.32,1.9,7
id2162436,1,2016-01-17 18:04:51,2016-01-17 18:20:36,1,-73.99225616455078,40.75840759277344,-73.98353576660156,40.7578010559082,N,945,0.46,1.75,18
id1325676,2,2016-06-12 18:36:52,2016-06-12 18:41:41,2,-73.96630859375,40.77332305908203,-73.96379852294923,40.77436447143555,N,289,0.15,1.87,18
id3222680,1,2016-06-10 13:23:04,2016-06-10 13:36:24,1,-74.00891876220702,40.71915435791016,-74.00200653076173,40.71784973144531,N,800,0.37,1.68,13
id3059019,2,2016-04-01 16:02:20,2016-04-01 16:24:36,2,-73.97560882568358,40.75236892700195,-73.9659423828125,40.75870895385742,N,1336,0.67,1.8,16
id0833206,1,2016-05-17 13:09:29,2016-05-17 13:24:43,1,-73.97016906738281,40.7532615661621,-73.9753646850586,40.75513458251953,N,914,0.3,1.19,13
id0136207,1,2016-02-26 12:05:18,2016-02-26 12:23:43,2,-74.00597381591797,40.71207046508789,-73.99822998046875,40.717788696289055,N,1105,0.57,1.84,12
id2851981,2,2016-06-11 10:34:00,2016-06-11 11:18:42,1,-73.98224639892578,40.743045806884766,-73.98526763916014,40.7585563659668,N,2682,1.08,1.45,10
id1953198,1,2016-05-19 10:53:58,2016-05-19 11:48:41,1,-73.993408203125,40.72972869873047,-73.99158477783203,40.75485229492188,N,3283,1.74,1.91,10
